OID_,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long
636,22,22,Belgium,BE,Belgium,BE,11.99900272,58,Belgium,6,Midfielder,WITSEL Axel,Axel Laurent A.,WITSEL,WITSEL,1/12/1989 0:00,CA Atlético Madrid (ESP),186,"Liège, Belgium",50.6329586,5.5697498
637,22,22,Belgium,BE,Belgium,BE,11.99900272,76,Belgium,24,Forward,OPENDA Lois,Ikoma-Loïs,OPENDA,OPENDA,2/16/2000 0:00,RC Lens (FRA),175,"Liège, Belgium",50.6329586,5.5697498
638,252,251,England,,United Kingdom,,,281,England,21,Defender,WHITE Ben,Benjamin William,WHITE,WHITE,10/8/1997 0:00,Arsenal FC (ENG),186,"Poole, England",50.71505,-1.987248
639,252,251,England,,United Kingdom,,,820,Wales,15,Defender,AMPADU Ethan,Ethan Kwame Colm Raymond,AMPADU,AMPADU,9/14/2000 0:00,Spezia Calcio (ITA),183,"Exeter, England",50.7260367,-3.5274889
640,179,179,Poland,PL,Poland,PL,35.32783571,542,Poland,23,Forward,PIATEK Krzysztof,Krzysztof,PIĄTEK,PIĄTEK,7/1/1995 0:00,US Salernitana (ITA),183,"Dzierżoniów, Poland",50.7308605,16.6567892
641,22,22,Belgium,BE,Belgium,BE,11.99900272,78,Belgium,26,Defender,DEBAST Zeno,Zeno Koen,DEBAST,DEBAST,10/24/2003 0:00,RSC Anderlecht (BEL),189,"Halle, Belgium",50.7381601,4.2337053
642,86,86,Germany,DE,Germany,DE,56.11503765,319,Germany,7,Forward,HAVERTZ Kai,Kai Lukas,HAVERTZ,HAVERTZ,6/11/1999 0:00,Chelsea FC (ENG),190,"Aachen, Germany",50.7753455,6.0838868
643,22,22,Belgium,BE,Belgium,BE,11.99900272,60,Belgium,8,Midfielder,TIELEMANS Youri,Youri Marion A.,TIELEMANS,TIELEMANS,5/7/1997 0:00,Leicester City FC (ENG),176,"Sint-Pieters-Leeuw, Belgium",50.780993,4.245613
644,22,22,Belgium,BE,Belgium,BE,11.99900272,64,Belgium,12,Goalkeeper,MIGNOLET Simon,Simon Luc M.,MIGNOLET,MIGNOLET,3/6/1988 0:00,Club Brugge (BEL),193,"Sint-Truiden, Belgium",50.818835,5.1819977
645,252,251,England,,United Kingdom,,,279,England,19,Midfielder,MOUNT Mason,Mason Tony,MOUNT,MOUNT,1/10/1999 0:00,Chelsea FC (ENG),180,"Portsmouth, England",50.8197675,-1.0879769
646,22,22,Belgium,BE,Belgium,BE,11.99900272,70,Belgium,18,Midfielder,ONANA Amadou,Amadou Ba Z.,MVOM ONANA,ONANA,8/16/2001 0:00,Everton FC (ENG),192,"City of Brussels, Belgium",50.8476424,4.3571696
647,22,22,Belgium,BE,Belgium,BE,11.99900272,75,Belgium,23,Forward,BATSHUAYI Michy,Michy,BATSHUAYI-ATUNGA,BATSHUAYI,10/2/1993 0:00,Fenerbahce SK (TUR),185,"Brussels, Belgium",50.8476424,4.3571696
648,22,22,Belgium,BE,Belgium,BE,11.99900272,66,Belgium,14,Forward,MERTENS Dries,Dries,MERTENS,MERTENS,5/6/1987 0:00,Galatasaray SK (TUR),169,"Leuven, Belgium",50.8822871,4.7137645
649,22,22,Belgium,BE,Belgium,BE,11.99900272,341,Ghana,3,Defender,ODOI Denis,Denis Frimpong,ODOI,ODOI,5/27/1988 0:00,Club Brugge (BEL),178,"Leuven, Belgium",50.8822871,4.7137645
650,22,22,Belgium,BE,Belgium,BE,11.99900272,71,Belgium,19,Defender,DENDONCKER Leander,Leander,DENDONCKER,DENDONCKER,4/15/1995 0:00,Aston Villa FC (ENG),188,"Passendale, Belgium",50.9002575,3.0207328
651,22,22,Belgium,BE,Belgium,BE,11.99900272,490,Morocco,23,Midfielder,EL KHANNOUSS Bilal,Bilal,EL KHANNOUSS,EL KHANNOUSS,5/10/2004 0:00,KRC Genk (BEL),180,"Strombeek-Bever, Belgium",50.9103739,4.35564
652,179,179,Poland,PL,Poland,PL,35.32783571,527,Poland,8,Midfielder,SZYMANSKI Damian,Damian Dawid,SZYMAŃSKI,D. SZYMAŃSKI,6/16/1995 0:00,AEK Athens (GRE),185,"Kra?nik, Poland",50.9232831,22.226957
653,22,22,Belgium,BE,Belgium,BE,11.99900272,63,Belgium,11,Forward,CARRASCO Yannick,Yannick,FERREIRA CARRASCO,CARRASCO,9/4/1993 0:00,CA Atlético Madrid (ESP),180,"Vilvoorde, Belgium",50.926454,4.4258375
654,86,86,Germany,DE,Germany,DE,56.11503765,625,Senegal,2,Defender,JAKOBS Ismail,Ismail Joshua,JAKOBS,JAKOBS,8/17/1999 0:00,AS Monaco (FRA),184,"Cologne, Germany",50.937531,6.9602786
655,22,22,Belgium,BE,Belgium,BE,11.99900272,69,Belgium,17,Forward,TROSSARD Leandro,Leandro,TROSSARD,TROSSARD,12/4/1994 0:00,Brighton & Hove Albion FC (ENG),172,"Maasmechelen, Belgium",50.9797203,5.701778
656,22,22,Belgium,BE,Belgium,BE,11.99900272,65,Belgium,13,Goalkeeper,CASTEELS Koen,Koen,CASTEELS,CASTEELS,6/25/1992 0:00,VfL Wolfsburg (GER),197,"Bonheiden, Belgium",51.0222566,4.5481496
657,22,22,Belgium,BE,Belgium,BE,11.99900272,59,Belgium,7,Midfielder,DE BRUYNE Kevin,Kevin,DE BRUYNE,DE BRUYNE,6/28/1991 0:00,Manchester City FC (ENG),181,"Drongen, Belgium",51.05048,3.6633
658,22,22,Belgium,BE,Belgium,BE,11.99900272,53,Belgium,1,Goalkeeper,COURTOIS Thibaut,Thibaut Nicolas M.,COURTOIS,COURTOIS,5/11/1992 0:00,Real Madrid CF (ESP),199,"Bree, Belgium",51.1399244,5.5965788
659,252,251,England,,United Kingdom,,,823,Wales,18,Midfielder,WILLIAMS Jonny,Jonathan Peter,WILLIAMS,J WILLIAMS,10/9/1993 0:00,Swindon Town FC (ENG),168,"Pembury, Kent, England",51.1474345,0.3288283
660,22,22,Belgium,BE,Belgium,BE,11.99900272,57,Belgium,5,Defender,VERTONGHEN Jan,Jan Bert L.,VERTONGHEN,VERTONGHEN,4/24/1987 0:00,RSC Anderlecht (BEL),189,"Sint-Niklaas, Belgium",51.1653295,4.1386501
661,22,22,Belgium,BE,Belgium,BE,11.99900272,56,Belgium,4,Defender,FAES Wout,Wout Felix L.,FAES,FAES,4/3/1998 0:00,Leicester City FC (ENG),187,"Mol, Belgium",51.1872257,5.1154096
662,86,86,Germany,DE,Germany,DE,56.11503765,334,Germany,22,Goalkeeper,TER STEGEN Marc-Andre,Marc-André,TER STEGEN,TER STEGEN,4/30/1992 0:00,FC Barcelona (ESP),187,"Mönchengladbach, Germany",51.1941686,6.4315392
663,22,22,Belgium,BE,Belgium,BE,11.99900272,74,Belgium,22,Forward,DE KETELAERE Charles,Charles Marc S.,DE KETELAERE,DE KETELAERE,3/10/2001 0:00,AC Milan (ITA),192,"Bruges, Belgium",51.2091807,3.2247552
664,22,22,Belgium,BE,Belgium,BE,11.99900272,54,Belgium,2,Defender,ALDERWEIRELD Toby,Tobias Albertine M.,ALDERWEIRELD,ALDERWEIRELD,3/2/1989 0:00,Royal Antwerp FC (BEL),186,"Antwerp, Belgium",51.2213404,4.4051485
665,22,22,Belgium,BE,Belgium,BE,11.99900272,61,Belgium,9,Forward,LUKAKU Romelu,Romelu,LUKAKU BOLINGOLI,R. LUKAKU,5/13/1993 0:00,FC Internazionale (ITA),190,"Antwerp, Belgium",51.2213404,4.4051485
666,22,22,Belgium,BE,Belgium,BE,11.99900272,77,Belgium,25,Forward,DOKU Jeremy,Jeremy Baffour,DOKU,DOKU,5/27/2002 0:00,Stade Rennais FC (FRA),173,"Antwerp, Belgium",51.2213404,4.4051485
667,22,22,Belgium,BE,Belgium,BE,11.99900272,480,Morocco,13,Midfielder,CHAIR Ilias,Ilias,CHAIR,CHAIR,10/30/1997 0:00,Queens Park Rangers FC (ENG),164,"Antwerp, Belgium",51.2213404,4.4051485
668,22,22,Belgium,BE,Belgium,BE,11.99900272,72,Belgium,20,Midfielder,VANAKEN Hans,Hans,VANAKEN,VANAKEN,8/24/1992 0:00,Club Brugge (BEL),195,"Pelt, Belgium",51.2284366,5.4342638
669,252,251,England,,United Kingdom,,,286,England,26,Midfielder,GALLAGHER Conor,Conor John,GALLAGHER,GALLAGHER,2/6/2000 0:00,Chelsea FC (ENG),183,"Epsom, England",51.3351004,-0.2637125
670,86,86,Germany,DE,Germany,DE,56.11503765,328,Germany,16,Defender,KLOSTERMANN Lukas,Lukas Manuel,KLOSTERMANN,KLOSTERMANN,6/3/1995 0:00,RB Leipzig (GER),187,"Herdecke, Germany",51.4031667,7.4328376
671,252,251,England,,United Kingdom,,,263,England,3,Defender,SHAW Luke,Luke Paul,SHAW,SHAW,7/12/1995 0:00,Manchester United FC (ENG),185,"Kingston upon Thames, England",51.41233,-0.300689
672,252,251,England,,United Kingdom,,,264,England,4,Midfielder,RICE Declan,Declan,RICE,RICE,1/14/1999 0:00,West Ham United FC (ENG),185,"Kingston upon Thames, England",51.41233,-0.300689
673,157,157,Netherlands,NL,Netherlands,NL,25.80423156,501,Netherlands,8,Forward,GAKPO Cody,Cody Mathès,GAKPO,GAKPO,5/7/1999 0:00,PSV Eindhoven (NED),193,"Eindhoven, Netherlands",51.4231423,5.4622897
674,86,86,Germany,DE,Germany,DE,56.11503765,331,Germany,19,Midfielder,SANE Leroy,Leroy Aziz,SANÉ,SANE,1/11/1996 0:00,FC Bayern München (GER),183,"Essen, Germany",51.4556432,7.0115552
675,252,251,England,,United Kingdom,,,142,Canada,12,Forward,UGBO Ike,Ike Dominique,UGBO,UGBO,9/21/1998 0:00,ES Troyes (FRA),185,"Lewisham, England",51.4611509,-0.0073177
676,86,86,Germany,DE,Germany,DE,56.11503765,320,Germany,8,Midfielder,GORETZKA Leon,Leon Christoph,GORETZKA,GORETZKA,2/6/1995 0:00,FC Bayern München (GER),189,"Bochum, Germany",51.4818445,7.2162363
677,255,254,Wales,,United Kingdom,,,816,Wales,11,Forward,BALE Gareth,Gareth Frank,BALE,BALE,7/16/1989 0:00,Los Angeles FC (USA),186,"Cardiff, Wales",51.483707,-3.1680962
678,255,254,Wales,,United Kingdom,,,822,Wales,17,Defender,LOCKYER Tom,Thomas Alun,LOCKYER,LOCKYER,12/3/1994 0:00,Luton Town FC (ENG),185,"Cardiff, Wales",51.483707,-3.1680962
679,255,254,Wales,,United Kingdom,,,829,Wales,24,Defender,CABANGO Ben,Benjamin George,CABANGO,CABANGO,5/30/2000 0:00,Swansea City AFC (WAL),186,"Cardiff, Wales",51.483707,-3.1680962
680,252,251,England,,United Kingdom,,,363,Ghana,25,Forward,SEMENYO Antoine,Antoine Serlom,SEMENYO,SEMENYO,1/7/2000 0:00,Bristol City FC (ENG),172,"Chelsea, England",51.4869429,-0.170037
681,252,251,England,,United Kingdom,,,133,Canada,3,Defender,ADEKUGBE Sam,Samuel Ayomide,ADEKUGBE,ADEKUGBE,1/16/1995 0:00,Hatayspor (TUR),175,"London, England",51.5072178,-0.1275862
682,252,251,England,,United Kingdom,,,521,Poland,2,Defender,CASH Matty,Matthew Stuart,CASH,CASH,8/7/1997 0:00,Aston Villa FC (ENG),185,"Slough, England",51.5105384,-0.5950406
683,252,251,England,,United Kingdom,,,277,England,17,Forward,SAKA Bukayo,Bukayo Ayoyinka,SAKA,SAKA,9/5/2001 0:00,Arsenal FC (ENG),178,"Ealing, England",51.5132537,-0.3043136
684,86,86,Germany,DE,Germany,DE,56.11503765,333,Germany,21,Midfielder,GUENDOGAN Ilkay,Ilkay,GÜNDOGAN,GÜNDOGAN,10/24/1990 0:00,Manchester City FC (ENG),180,"Gelsenkirchen, Germany",51.5187651,7.0838411
685,252,251,England,,United Kingdom,,,827,Wales,22,Midfielder,THOMAS Sorba,Benjamin Sorba William,THOMAS,THOMAS,1/25/1999 0:00,Hudderseld Town FC (ENG),185,"Newham, England",51.5255162,0.0352163
686,252,251,England,,United Kingdom,,,340,Ghana,2,Defender,LAMPTEY Tariq,Tariq Kwame Nii-Lante,LAMPTEY,TARIQ,9/30/2000 0:00,Brighton & Hove Albion FC (ENG),170,"Hillingdon, England",51.5351832,-0.4481378
687,86,86,Germany,DE,Germany,DE,56.11503765,313,Germany,1,Goalkeeper,NEUER Manuel,Manuel Peter,NEUER,NEUER,3/27/1986 0:00,FC Bayern München (GER),193,"Gelsenkirchen, West Germany",51.5404553,7.0487091
688,252,251,England,,United Kingdom,,,799,USA,20,Defender,CARTER-VICKERS Cameron,Cameron Robert,CARTER-VICKERS,CARTER-VICKERS,12/31/1997 0:00,Celtic FC (SCO),185,"Southend-on-Sea, England",51.5459269,0.7077123
689,86,86,Germany,DE,Germany,DE,56.11503765,725,Switzerland,24,Goalkeeper,KOEHN Philipp,Philipp Francois,KÖHN,KÖHN,4/2/1998 0:00,FC Red Bull Salzburg (AUT),190,"Dinslaken, Germany",51.5674264,6.747534
690,157,157,Netherlands,NL,Netherlands,NL,25.80423156,497,Netherlands,4,Defender,VAN DIJK Virgil,Virgil,VAN DIJK,VIRGIL,7/8/1991 0:00,Liverpool FC (ENG),195,"Breda, Netherlands",51.5719149,4.768323
691,255,254,Wales,,United Kingdom,,,815,Wales,10,Midfielder,RAMSEY Aaron,Aaron James,RAMSEY,RAMSEY,12/26/1990 0:00,OGC Nice (FRA),178,"Caerphilly, Wales",51.578829,-3.218134
692,252,251,England,,United Kingdom,,,810,Wales,5,Defender,MEPHAM Chris,Christopher James,MEPHAM,MEPHAM,11/5/1997 0:00,Bournemouth AFC (ENG),190,"Harrow, England",51.580559,-0.341995
693,255,254,Wales,,United Kingdom,,,807,Wales,2,Defender,GUNTER Chris,Christopher Ross,GUNTER,GUNTER,7/21/1989 0:00,AFC Wimbledon (ENG),180,"Newport, Wales",51.584151,-2.997664
694,252,251,England,,United Kingdom,,,269,England,9,Forward,KANE Harry,Harry Edward,KANE,KANE,7/28/1993 0:00,Tottenham Hotspur FC (ENG),188,"Walthamstow, England",51.5901769,-0.0173437
695,179,179,Poland,PL,Poland,PL,35.32783571,535,Poland,16,Forward,SWIDERSKI Karol,Karol Grzegorz,ŚWIDERSKI,ŚWIDERSKI,1/23/1997 0:00,Charlotte FC (USA),184,"Rawicz, Poland",51.60945,16.85863
696,255,254,Wales,,United Kingdom,,,811,Wales,6,Defender,RODON Joe,Joseph Peter,RODON,RODON,10/22/1997 0:00,Stade Rennais FC (FRA),193,"Swansea, Wales",51.62144,-3.943646
697,255,254,Wales,,United Kingdom,,,824,Wales,19,Forward,HARRIS Mark,Thomas Mark,HARRIS,HARRIS,12/29/1998 0:00,Cardiff City FC (WAL),182,"Swansea, Wales",51.62144,-3.943646
698,255,254,Wales,,United Kingdom,,,809,Wales,4,Defender,DAVIES Ben,Benjamin,THOMAS DAVIES,B DAVIES,4/24/1993 0:00,Tottenham Hotspur FC (ENG),181,"Neath, Wales",51.656991,-3.805476
699,255,254,Wales,,United Kingdom,,,830,Wales,25,Defender,COLWILL Rubin,Rubin James,COLWILL,COLWILL,4/27/2002 0:00,Cardiff City FC (WAL),169,"Neath, Wales",51.656991,-3.805476
700,255,254,Wales,,United Kingdom,,,819,Wales,14,Defender,ROBERTS Connor,Connor Richard John,ROBERTS,ROBERTS,9/23/1995 0:00,Burnley FC (ENG),175,"Crynant, Wales",51.731322,-3.74794
701,157,157,Netherlands,NL,Netherlands,NL,25.80423156,511,Netherlands,18,Forward,JANSSEN Vincent,Vincent Petrus Anna Sebastiaan,JANSSEN,JANSSEN,6/15/1994 0:00,Royal Antwerp FC (BEL),184,"Heesch, Netherlands",51.7317098,5.5278266
702,157,157,Netherlands,NL,Netherlands,NL,25.80423156,508,Netherlands,15,Midfielder,DE ROON Marten,Marten Elco,DE ROON,DE ROON,3/29/1991 0:00,Atalanta Bergamo (ITA),186,"Zwijndrecht, Netherlands",51.8105978,4.6272719
703,157,157,Netherlands,NL,Netherlands,NL,25.80423156,514,Netherlands,21,Midfielder,DE JONG Frenkie,Frenkie,DE JONG,F. DE JONG,5/12/1997 0:00,FC Barcelona (ESP),181,"	Gorinchem, Netherlands",51.8372247,4.9758292
704,255,254,Wales,,United Kingdom,,,812,Wales,7,Midfielder,ALLEN Joe,Joseph Michael,ALLEN,ALLEN,3/14/1990 0:00,Swansea City AFC (WAL),170,"Carmarthen, Wales",51.85762,-4.312131
705,252,251,England,,United Kingdom,,,275,England,15,Defender,DIER Eric,Eric Jeremy Edgar,DIER,DIER,1/15/1994 0:00,Tottenham Hotspur FC (ENG),188,"Cheltenham, England",51.8993855,-2.0782533
706,157,157,Netherlands,NL,Netherlands,NL,25.80423156,481,Morocco,14,Midfielder,ABOUKHLAL Zakaria,Zakaria,ABOUKHLAL,ABOUKHLAL,2/18/2000 0:00,Toulouse FC (FRA),179,"Rotterdam, Netherlands",51.9244201,4.4777325
707,157,157,Netherlands,NL,Netherlands,NL,25.80423156,506,Netherlands,13,Goalkeeper,BIJLOW Justin,Justin,BIJLOW,BIJLOW,1/22/1998 0:00,Feyenoord Rotterdam (NED),188,"Rotterdam, Netherlands",51.9244201,4.4777325
708,157,157,Netherlands,NL,Netherlands,NL,25.80423156,509,Netherlands,16,Defender,MALACIA Tyrell,Tyrell Johannes Chicco,MALACIA,MALACIA,8/17/1999 0:00,Manchester United FC (ENG),170,"Rotterdam, Netherlands",51.9244201,4.4777325
709,157,157,Netherlands,NL,Netherlands,NL,25.80423156,515,Netherlands,22,Defender,DUMFRIES Denzel,Denzel Justus Morris,DUMFRIES,DUMFRIES,4/18/1996 0:00,FC Internazionale (ITA),188,"Rotterdam, Netherlands",51.9244201,4.4777325
710,157,157,Netherlands,NL,Netherlands,NL,25.80423156,505,Netherlands,12,Forward,LANG Noa,Noa Noëll,LANG,LANG,6/17/1999 0:00,Club Brugge (BEL),176,"Capelle aan den IJssel, Netherlands",51.9301505,4.5777053
711,157,157,Netherlands,NL,Netherlands,NL,25.80423156,499,Netherlands,6,Defender,DE VRIJ Stefan,Stefan,DE VRIJ,DE VRIJ,2/5/1992 0:00,FC Internazionale (ITA),190,"Ouderkerk aan den IJssel, Netherlands",51.9324481,4.6371786
712,157,157,Netherlands,NL,Netherlands,NL,25.80423156,503,Netherlands,10,Forward,DEPAY Memphis,Memphis,DEPAY,MEMPHIS,2/13/1994 0:00,FC Barcelona (ESP),178,"Moordrecht, Netherlands",51.9873863,4.6689582
713,179,179,Poland,PL,Poland,PL,35.32783571,538,Poland,19,Midfielder,SZYMANSKI Sebastian,Sebastian,SZYMAŃSKI,S. SZYMAŃSKI,5/10/1999 0:00,Feyenoord Rotterdam (NED),174,"Bia?a Podlaska, Poland",52.0387126,23.1445026
714,252,251,England,,United Kingdom,,,784,USA,5,Defender,ROBINSON Antonee,Antonee,ROBINSON,ROBINSON,8/8/1997 0:00,Fulham FC (ENG),182,"Milton Keynes, England",52.0406224,-0.7594171
715,252,251,England,,United Kingdom,,,821,Wales,16,Midfielder,MORRELL Joe,Joseff John,MORRELL,MORRELL,1/3/1997 0:00,Portsmouth FC (ENG),185,"Ipswich, England",52.056736,1.14822
716,157,157,Netherlands,NL,Netherlands,NL,25.80423156,498,Netherlands,5,Defender,AKE Nathan,Nathan Benjamin,AKÉ,AKÉ,2/18/1995 0:00,Manchester City FC (ENG),180,"The Hague, Netherlands",52.0704978,4.3006999
717,157,157,Netherlands,NL,Netherlands,NL,25.80423156,495,Netherlands,2,Defender,TIMBER Jurrien,Jurriën David Norman,TIMBER,TIMBER,6/17/2001 0:00,AFC Ajax (NED),179,"Utrecht, Netherlands",52.0907374,5.1214201
718,157,157,Netherlands,NL,Netherlands,NL,25.80423156,470,Morocco,3,Defender,MAZRAOUI Noussair,Noussair,MAZRAOUI,MAZRAOUI,11/14/1997 0:00,FC Bayern München (GER),183,"Leiderdorp, Netherlands",52.1509854,4.5281733
719,157,157,Netherlands,NL,Netherlands,NL,25.80423156,496,Netherlands,3,Defender,DE LIGT Matthijs,Matthijs,DE LIGT,DE LIGT,8/12/1999 0:00,FC Bayern München (GER),187,"Leiderdorp, Netherlands",52.1509854,4.5281733
720,86,86,Germany,DE,Germany,DE,56.11503765,826,Wales,21,Goalkeeper,DAVIES Adam,Adam Rhys,DAVIES,A DAVIES,7/17/1992 0:00,Sheeld United FC (ENG),185,"Rinteln, Germany",52.2020461,9.0759703
721,157,157,Netherlands,NL,Netherlands,NL,25.80423156,504,Netherlands,11,Midfielder,BERGHUIS Steven,Steven,BERGHUIS,BERGHUIS,12/19/1991 0:00,AFC Ajax (NED),182,"Apeldoorn, Netherlands",52.211157,5.9699231
722,157,157,Netherlands,NL,Netherlands,NL,25.80423156,494,Netherlands,1,Goalkeeper,PASVEER Remko,Remko Jurian,PASVEER,PASVEER,11/8/1983 0:00,AFC Ajax (NED),188,"Enschede, Netherlands",52.2215372,6.8936619
723,179,179,Poland,PL,Poland,PL,35.32783571,525,Poland,6,Midfielder,BIELIK Krystian,Krystian,BIELIK,BIELIK,1/4/1998 0:00,Birmingham City FC (ENG),189,"Konin, Poland",52.2230334,18.2510729
724,157,157,Netherlands,NL,Netherlands,NL,25.80423156,507,Netherlands,14,Midfielder,KLAASSEN Davy,Davy,KLAASSEN,KLAASSEN,2/21/1993 0:00,AFC Ajax (NED),179,"Hilversum, Netherlands",52.2291696,5.1668974
725,179,179,Poland,PL,Poland,PL,35.32783571,520,Poland,1,Goalkeeper,SZCZESNY Wojciech,Wojciech Tomasz,SZCZĘSNY,SZCZĘSNY,4/18/1990 0:00,Juventus FC (ITA),195,"Warsaw, Poland",52.2296756,21.0122287
726,179,179,Poland,PL,Poland,PL,35.32783571,523,Poland,4,Defender,WIETESKA Mateusz,Mateusz,WIETESKA,WIETESKA,2/11/1997 0:00,Clermont Foot (FRA),187,"Warsaw, Poland",52.2296756,21.0122287
727,179,179,Poland,PL,Poland,PL,35.32783571,528,Poland,9,Forward,LEWANDOWSKI Robert,Robert,LEWANDOWSKI,LEWANDOWSKI,8/21/1988 0:00,FC Barcelona (ESP),185,"Warsaw, Poland",52.2296756,21.0122287
728,179,179,Poland,PL,Poland,PL,35.32783571,524,Poland,5,Defender,BEDNAREK Jan,Jan Kacper,BEDNAREK,BEDNAREK,4/12/1996 0:00,Aston Villa FC (ENG),189,"Słupca, Poland",52.287267,17.8720745
729,157,157,Netherlands,NL,Netherlands,NL,25.80423156,471,Morocco,4,Midfielder,AMRABAT Sofyan,Sofyan,AMRABAT,AMRABAT,8/21/1996 0:00,ACF Fiorentina (ITA),183,"Huizen, Netherlands",52.2994652,5.2433925
730,157,157,Netherlands,NL,Netherlands,NL,25.80423156,512,Netherlands,19,Forward,WEGHORST Wout,Wout François Maria,WEGHORST,WEGHORST,8/7/1992 0:00,Besiktas JK (TUR),197,"Borne, Netherlands",52.3002366,6.7537258
731,252,251,England,,United Kingdom,,,831,Wales,26,Midfielder,SMITH Matt,Matthew Robert,SMITH,SMITH,11/22/1999 0:00,MK Dons FC (ENG),175,"Redditch, England",52.30897,-1.940936
732,252,251,England,,United Kingdom,,,273,England,13,Goalkeeper,POPE Nick,Nicholas David,POPE,POPE,4/19/1992 0:00,Newcastle United FC (ENG),191,"Soham, England",52.335212,0.3375079
733,157,157,Netherlands,NL,Netherlands,NL,25.80423156,781,USA,2,Defender,DEST Sergino,Sergino Gianni,DEST,DEST,11/3/2000 0:00,AC Milan (ITA),173,"Almere, Netherlands",52.3507849,5.2647016
734,157,157,Netherlands,NL,Netherlands,NL,25.80423156,500,Netherlands,7,Forward,BERGWIJN Steven,Steven Charles,BERGWIJN,BERGWIJN,10/8/1997 0:00,AFC Ajax (NED),175,"Amsterdam, Netherlands",52.3675734,4.9041389
735,157,157,Netherlands,NL,Netherlands,NL,25.80423156,510,Netherlands,17,Defender,BLIND Daley,Daley,BLIND,BLIND,3/9/1990 0:00,AFC Ajax (NED),180,"Amsterdam, Netherlands",52.3675734,4.9041389
736,157,157,Netherlands,NL,Netherlands,NL,25.80423156,518,Netherlands,25,Midfielder,SIMONS Xavi,Xavi Quentin Shay,SIMONS,SIMONS,4/21/2003 0:00,PSV Eindhoven (NED),179,"Amsterdam, Netherlands",52.3675734,4.9041389
737,157,157,Netherlands,NL,Netherlands,NL,25.80423156,519,Netherlands,26,Defender,FRIMPONG Jeremie,Jeremie Agyekum,FRIMPONG,FRIMPONG,12/10/2000 0:00,Bayer 04 Leverkusen (GER),171,"Amsterdam, Netherlands",52.3675734,4.9041389
738,86,86,Germany,DE,Germany,DE,56.11503765,321,Germany,9,Forward,FUELLKRUG Niclas,Niclas,FÜLLKRUG,FÜLLKRUG,2/9/1993 0:00,SV Werder Bremen (GER),188,"Hanover, Germany",52.3758916,9.7320104
739,179,179,Poland,PL,Poland,PL,35.32783571,537,Poland,18,Defender,BERESZYNSKI Bartosz,Bartosz,BERESZYŃSKI,BERESZYŃSKI,7/12/1992 0:00,UC Sampdoria (ITA),182,"Poznań, Poland",52.406374,16.9251681
740,179,179,Poland,PL,Poland,PL,35.32783571,544,Poland,25,Defender,GUMNY Robert,Robert Krzysztof,GUMNY,GUMNY,6/4/1998 0:00,FC Augsburg (GER),182,"Poznań, Poland",52.406374,16.9251681
741,252,251,England,,United Kingdom,,,284,England,24,Forward,WILSON Callum,Callum Eddie Graham,WILSON,WILSON,2/27/1992 0:00,Newcastle United FC (ENG),180,"Coventry, England",52.4128163,-1.5089521
742,252,251,England,,United Kingdom,,,285,England,25,Midfielder,MADDISON James,James,MADDISON,MADDISON,11/23/1996 0:00,Leicester City FC (ENG),175,"Coventry, England",52.4128163,-1.5089521
743,252,251,England,,United Kingdom,,,282,England,22,Midfielder,BELLINGHAM Jude,Jude Victor William,BELLINGHAM,BELLINGHAM,6/29/2003 0:00,Borussia Dortmund (GER),186,"Stourbridge, England",52.456891,-2.148731
744,252,251,England,,United Kingdom,,,267,England,7,Forward,GREALISH Jack,Jack Peter,GREALISH,GREALISH,9/10/1995 0:00,Manchester City FC (ENG),175,"Birmingham, England",52.486243,-1.890401
745,86,86,Germany,DE,Germany,DE,56.11503765,314,Germany,2,Defender,RUEDIGER Antonio,Antonio,RÜDIGER,RÜDIGER,3/3/1993 0:00,Real Madrid CF (ESP),190,"Berlin, Germany",52.5200066,13.404954
746,157,157,Netherlands,NL,Netherlands,NL,25.80423156,474,Morocco,7,Midfielder,ZIYECH Hakim,Hakim,ZIYACH,ZIYECH,3/19/1993 0:00,Chelsea FC (ENG),181,"Dronten, Netherlands",52.5346819,5.7218086
747,157,157,Netherlands,NL,Netherlands,NL,25.80423156,513,Netherlands,20,Midfielder,KOOPMEINERS Teun,Teun,KOOPMEINERS,KOOPMEINERS,2/28/1998 0:00,Atalanta Bergamo (ITA),184,"Castricum, Netherlands",52.5452585,4.6727354
748,157,157,Netherlands,NL,Netherlands,NL,25.80423156,517,Netherlands,24,Midfielder,TAYLOR Kenneth,Kenneth Ina Dorothea,TAYLOR,TAYLOR,5/16/2002 0:00,AFC Ajax (NED),182,"Alkmaar, Netherlands",52.6323813,4.7533754
749,252,251,England,,United Kingdom,,,814,Wales,9,Forward,JOHNSON Brennan,Brennan Price,JOHNSON,JOHNSON,5/23/2001 0:00,Nottingham Forest FC (ENG),179,"Nottingham, England",52.9540223,-1.1549892
750,157,157,Netherlands,NL,Netherlands,NL,25.80423156,516,Netherlands,23,Goalkeeper,NOPPERT Andries,Andries,NOPPERT,NOPPERT,4/7/1994 0:00,SC Heerenveen (NED),203,"Heerenveen, Netherlands",52.9605613,5.9205217
