OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
753,523,Poland,4,Defender,Wieteska Mateusz,Mateusz,WIETESKA,WIETESKA,2/11/1997 0:00,Clermont Foot (FRA),187,"Warsaw, Poland",52.2296756,21.0122287,179,179,Poland,PL,Poland,PL,35.32783571
754,528,Poland,9,Forward,Lewandowski Robert,Robert,LEWANDOWSKI,LEWANDOWSKI,8/21/1988 0:00,FC Barcelona (ESP),185,"Warsaw, Poland",52.2296756,21.0122287,179,179,Poland,PL,Poland,PL,35.32783571
755,524,Poland,5,Defender,Bednarek Jan,Jan Kacper,BEDNAREK,BEDNAREK,4/12/1996 0:00,Aston Villa FC (ENG),189,"Słupca, Poland",52.287267,17.8720745,179,179,Poland,PL,Poland,PL,35.32783571
766,537,Poland,18,Defender,Bereszynski Bartosz,Bartosz,BERESZYŃSKI,BERESZYŃSKI,7/12/1992 0:00,UC Sampdoria (ITA),182,"Poznań, Poland",52.406374,16.9251681,179,179,Poland,PL,Poland,PL,35.32783571
767,544,Poland,25,Defender,Gumny Robert,Robert Krzysztof,GUMNY,GUMNY,6/4/1998 0:00,FC Augsburg (GER),182,"Poznań, Poland",52.406374,16.9251681,179,179,Poland,PL,Poland,PL,35.32783571
789,530,Poland,11,Midfielder,Grosicki Kamil,Kamil Pawel,GROSICKI,GROSICKI,6/8/1988 0:00,Pogon Szczecin (POL),180,"Szczecin, Poland",53.4285438,14.5528116,179,179,Poland,PL,Poland,PL,35.32783571
797,529,Poland,10,Midfielder,Krychowiak Grzegorz,Grzegorz,KRYCHOWIAK,KRYCHOWIAK,1/29/1990 0:00,Al Shabab FC (KSA),186,"Gryfice, Poland",53.91666,15.1998891,179,179,Poland,PL,Poland,PL,35.32783571
798,543,Poland,24,Midfielder,Frankowski Przemyslaw,Przemyslaw Adam,FRANKOWSKI,FRANKOWSKI,4/12/1995 0:00,RC Lens (FRA),175,"Gdańsk, Poland",54.3520252,18.6466384,179,179,Poland,PL,Poland,PL,35.32783571
298,552,Portugal,7,Forward,Cristiano Ronaldo,Cristiano Ronaldo,DOS SANTOS AVEIRO,RONALDO,2/5/1985 0:00,Manchester United FC (ENG),185,"Funchal, Madeira, Portugal",32.6506129,-16.9082357,180,180,Portugal,PT,Portugal,PT,19.45369559
386,571,Portugal,26,Forward,Goncalo Ramos,Gonçalo,MATIAS RAMOS,G. RAMOS,6/20/2001 0:00,SL Benca (POR),185,"Olhão, Portugal",37.0260416,-7.8423509,180,180,Portugal,PT,Portugal,PT,19.45369559
409,566,Portugal,21,Forward,Ricardo Horta,Ricardo Jorge,DA LUZ HORTA,R. HORTA,9/15/1994 0:00,SC Braga (POR),173,"Sobreda, Portugal",38.6507254,-9.1892043,180,180,Portugal,PT,Portugal,PT,19.45369559
410,562,Portugal,17,Midfielder,Joao Mario,João Mário,NAVAL DA COSTA EDUARDO,J. MÁRIO,1/19/1993 0:00,SL Benca (POR),179,"Barreiro, Portugal",38.6608149,-9.0790724,180,180,Portugal,PT,Portugal,PT,19.45369559
411,565,Portugal,20,Defender,Joao Cancelo,João Pedro,CAVACO CANCELO,JOÃO CANCELO,5/27/1994 0:00,Manchester City FC (ENG),182,"Barreiro, Portugal",38.6608149,-9.0790724,180,180,Portugal,PT,Portugal,PT,19.45369559
412,560,Portugal,15,Forward,Rafael Leao,Rafael Alexandre,DA CONCEIÇÃO LEÃO,R. LEÃO,6/10/1999 0:00,AC Milan (ITA),188,"Almada, Portugal",38.6765238,-9.1651047,180,180,Portugal,PT,Portugal,PT,19.45369559
413,551,Portugal,6,Midfielder,Joao Palhinha,João Maria,LOBO ALVES PALHINHA GONÇALVES,PALHINHA,7/9/1995 0:00,Fulham FC (ENG),190,"Lisbon, Portugal",38.7222524,-9.1393366,180,180,Portugal,PT,Portugal,PT,19.45369559
414,555,Portugal,10,Forward,Bernardo Silva,Bernardo,MOTA VEIGA DE CARVALHO E SILVA,BERNARDO,8/10/1994 0:00,Manchester City FC (ENG),173,"Lisbon, Portugal",38.7222524,-9.1393366,180,180,Portugal,PT,Portugal,PT,19.45369559
415,549,Portugal,4,Defender,Ruben Dias,Rúben,DOS SANTOS GATO ALVES DIAS,RUBEN DIAS,5/14/1997 0:00,Manchester City FC (ENG),187,"Amadora, Portugal",38.7577603,-9.2245474,180,180,Portugal,PT,Portugal,PT,19.45369559
417,564,Portugal,19,Defender,Nuno Mendes,Nuno Alexandre,TAVARES MENDES,N. MENDES,6/19/2002 0:00,Paris Saint-Germain FC (FRA),176,"Sintra, Portugal",38.8029127,-9.3816495,180,180,Portugal,PT,Portugal,PT,19.45369559
423,546,Portugal,1,Goalkeeper,Rui Patricio,Rui Pedro,DOS SANTOS PATRÍCIO,RUI PATRICIO,2/15/1988 0:00,AS Roma (ITA),189,"Marrazes, Portugal",39.763454,-8.8050539,180,180,Portugal,PT,Portugal,PT,19.45369559
439,556,Portugal,11,Forward,Joao Felix,João,FÉLIX SEQUEIRA,JOÃO FÉLIX,11/10/1999 0:00,CA Atlético Madrid (ESP),179,"Viseu, Portugal",40.7276419,-7.9157099,180,180,Portugal,PT,Portugal,PT,19.45369559
442,563,Portugal,18,Midfielder,Ruben Neves,Ruben Diogo,SILVA NEVES,R. NEVES,3/13/1997 0:00,Wolverhampton Wanderers FC (ENG),180,"Mozelos, Portugal",40.9951629,-8.5638609,180,180,Portugal,PT,Portugal,PT,19.45369559
444,569,Portugal,24,Defender,Antonio Silva,António João,PEREIRA DE ALBUQUERQUE TAVARES,ANTÓNIO S.,10/30/2003 0:00,SL Benca (POR),187,"Francelos, Portugal",41.0818443,-8.6440155,180,180,Portugal,PT,Portugal,PT,19.45369559
445,573,Qatar,2,Defender,Pedro Miguel,Pedro Miguel D D,CORREIA,PEDRO,8/6/1990 0:00,Al Sadd SC (QAT),180,"Porto, Portugal",41.1579438,-8.6291053,180,180,Portugal,PT,Portugal,PT,19.45369559
446,554,Portugal,9,Forward,Andre Silva,André Miguel,VALENTE DA SILVA,ANDRÉ SILVA,11/6/1995 0:00,RB Leipzig (GER),184,"Baguim do Monte, Portugal",41.1919001,-8.5411718,180,180,Portugal,PT,Portugal,PT,19.45369559
447,553,Portugal,8,Midfielder,Bruno Fernandes,Bruno Miguel,BORGES FERNANDES,B. FERNANDES,9/8/1994 0:00,Manchester United FC (ENG),183,"Maia, Portugal",41.2278891,-8.621049,180,180,Portugal,PT,Portugal,PT,19.45369559
451,561,Portugal,16,Midfielder,Vitinha,Vitor,MACHADO FERREIRA,VITINHA,2/13/2000 0:00,Paris Saint-Germain FC (FRA),172,"Cabeceiras de Basto, Portugal",41.5116939,-7.9979753,180,180,Portugal,PT,Portugal,PT,19.45369559
452,547,Portugal,2,Defender,Diogo Dalot,José Diogo,DALOT TEIXEIRA,DALOT,3/18/1999 0:00,Manchester United FC (ENG),184,"Braga, Portugal",41.5454486,-8.426507,180,180,Portugal,PT,Portugal,PT,19.45369559
453,557,Portugal,12,Goalkeeper,Jose Sa,José Pedro,MALHEIRO DE SÁ,JOSÉ SÁ,1/17/1993 0:00,Wolverhampton Wanderers FC (ENG),192,"Braga, Portugal",41.5454486,-8.426507,180,180,Portugal,PT,Portugal,PT,19.45369559
256,595,Qatar,24,Midfielder,Naif Alhadhrami,Naif Abdulraheem O,ALHADHRAMI,NAYEF,7/18/2001 0:00,Al Rayyan SC (QAT),180,"Al-Rayyan, Qatar",24.9966876,51.0540674,182,182,Qatar,QA,Qatar,QA,4.789811117
257,576,Qatar,5,Defender,Tarek Salman,Tarek Salman S,SALMAN,TAREK,12/5/1997 0:00,Al Sadd SC (QAT),179,"Al Wakrah, Qatar",25.1659314,51.5975524,182,182,Qatar,QA,Qatar,QA,4.789811117
258,572,Qatar,1,Goalkeeper,Saad Alsheeb,Saad Abdulla M E,ALSHEEB,ALSHEEB,2/19/1990 0:00,Al Sadd SC (QAT),188,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
259,574,Qatar,3,Midfielder,Abdelkarim Hassan,Abdelkarim Hassan A,FADLALLA,ABDELKARIM,8/28/1993 0:00,Al Sadd SC (QAT),185,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
260,577,Qatar,6,Midfielder,Abdulaziz Hatem,Abdelaziz Hatim A,MOHAMED,A. HATEM,1/1/1990 0:00,Al Rayyan SC (QAT),182,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
261,581,Qatar,10,Midfielder,Hassan Alhaydos,Hasan Khalid H,ALHAYDOS,ALHAYDOS,12/11/1990 0:00,Al Sadd SC (QAT),174,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
262,582,Qatar,11,Forward,Akram Afif,Akram Hassan A Y,AFIF,AFIF,11/18/1996 0:00,Al Sadd SC (QAT),176,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
263,585,Qatar,14,Defender,Homam Ahmed,Homam Elamin M,AHMED,HOMAM,8/25/1999 0:00,Al Gharafa SC (QAT),188,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
264,588,Qatar,17,Defender,Ismail Mohamad,Ismail Mohamad M,B,ISMAIL M.,4/5/1990 0:00,Al Duhail SC (QAT),172,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
265,589,Qatar,18,Forward,Khalid Muneer,Khalid Muneer A A,MAZEED,K. MUNEER,2/24/1998 0:00,Al Wakrah SC (QAT),174,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
266,591,Qatar,20,Midfielder,Salem Alhajri,Salem Ali S S,AL-HAJRI,SALEM,4/10/1996 0:00,Al Sadd SC (QAT),183,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
267,592,Qatar,21,Goalkeeper,Yousof Hassan,Yousof Hassan M,ALI,YOUSOF,5/24/1996 0:00,Al Gharafa SC (QAT),186,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
268,593,Qatar,22,Goalkeeper,Meshaal Barsham,Meshaal Aissa M,BARSHAM,BARSHAM,2/14/1998 0:00,Al Sadd SC (QAT),180,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
269,594,Qatar,23,Midfielder,Assim Madibo,Assim Omer A,MADIBO,MADIBO,10/22/1996 0:00,Al Duhail SC (QAT),168,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
270,596,Qatar,25,Midfielder,Jassem Gaber,Jassem Gaber E,ABDULSALLAM,JASSEM,2/20/2002 0:00,Al Arabi SC (QAT),182,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
271,597,Qatar,26,Midfielder,Moustafa Tarek,Moustafa Tarek M M,MASHAL,MUSTAFA,3/28/2001 0:00,Al Sadd SC (QAT),174,"Doha, Qatar",25.2854473,51.5310398,182,182,Qatar,QA,Qatar,QA,4.789811117
218,613,Saudi Arabia,16,Midfielder,Sami Alnaji,Sami Khalil N,ALNAJI,SAMI,2/7/1997 0:00,Al Nassr FC (KSA),176,"Jizan, Saudi Arabia",16.8893586,42.5705674,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
219,598,Saudi Arabia,1,Goalkeeper,Mohammed Alyami,Mohammed Faraj S,ALYAMI,ALYAMI,8/14/1997 0:00,Al Ahli SC (KSA),190,"Najran, Saudi Arabia",17.5656036,44.2289441,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
220,602,Saudi Arabia,5,Defender,Ali Albulayhi,Ali Hadi M,AL BULAYHI,ALBULAYHI,11/21/1989 0:00,Al Hilal SFC (KSA),182,"Najran, Saudi Arabia",17.5656036,44.2289441,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
231,607,Saudi Arabia,10,Forward,Salem Aldawsari,Salem Mohammed S,ALDAWSARI,SALEM,8/19/1991 0:00,Al Hilal SFC (KSA),172,"	Wadi ad-Dawasir, Najd, Saudi Arabia",20.4492858,44.8501154,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
238,601,Saudi Arabia,4,Defender,Abdulelah Alamri,Abdulelah Ali A,ALAMRI,ALAMRI,1/15/1997 0:00,Al Nassr FC (KSA),185,"Ta'if, Saudi Arabia",21.2840782,40.4248192,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
239,605,Saudi Arabia,8,Midfielder,Abdulelah Almalki,Abdulelah Saad H,ALMALKI,ALMALKI,10/11/1994 0:00,Al Hilal SFC (KSA),176,"Ta'if, Saudi Arabia",21.2840782,40.4248192,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
240,600,Saudi Arabia,3,Defender,Abdullah Madu,Abdullah Mohammed M,MADU,MADU,7/15/1993 0:00,Al Nassr FC (KSA),187,"Mecca, Saudi Arabia",21.3890824,39.8579118,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
241,608,Saudi Arabia,11,Forward,Saleh Alshehri,Saleh Khalid M,ALSHEHRI,SALEH,11/1/1993 0:00,Al Hilal SFC (KSA),184,"Jeddah, Saudi Arabia",21.485811,39.1925048,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
242,609,Saudi Arabia,12,Defender,Saud Abdulhamid,Saud Abdullah S,ABDULHAMID,SAUD,7/18/1999 0:00,Al Hilal SFC (KSA),171,"Jeddah, Saudi Arabia",21.485811,39.1925048,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
243,616,Saudi Arabia,19,Forward,Hatan Bahbri,Hatan Sultan A,BAHBRI,HATAN,7/16/1992 0:00,Al Shabab FC (KSA),172,"Jeddah, Saudi Arabia",21.485811,39.1925048,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
245,604,Saudi Arabia,7,Midfielder,Salman Alfaraj,Salman Mohammed M,ALFARAJ,SALMAN,8/1/1989 0:00,Al Hilal SFC (KSA),180,"Medina, Saudi Arabia",24.5246542,39.5691841,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
246,603,Saudi Arabia,6,Defender,Mohammed Alburayk,Mohammed Ibrahim M,ALBURAYK,ALBURAYK,9/15/1992 0:00,Al Hilal SFC (KSA),173,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
247,606,Saudi Arabia,9,Forward,Feras Albrikan,Feras Tariq N,ALBRIKAN,FERAS,5/14/2000 0:00,Al Fateh SC (KSA),181,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
248,611,Saudi Arabia,14,Midfielder,Abdullah Otayf,Abdullah Ibrahim Y,OTAYF,OTAYF,8/3/1992 0:00,Al Hilal SFC (KSA),177,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
249,614,Saudi Arabia,17,Defender,Hassan Altambakti,Hassan Mohammed O,ALTAMBAKTI,ALTAMBAKTI,2/9/1999 0:00,Al Shabab FC (KSA),182,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
250,615,Saudi Arabia,18,Midfielder,Nawaf Alabid,Nawaf Shaker F,ALABID,NAWAF,1/26/1990 0:00,Al Shabab FC (KSA),169,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
251,619,Saudi Arabia,22,Goalkeeper,Nawaf Alaqidi,Nawaf Dhahi F,ALAQIDI,ALAQIDI,5/10/2000 0:00,Al Nassr FC (KSA),186,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
252,621,Saudi Arabia,24,Midfielder,Nasser Aldawsari,Nasser Essa S,ALDAWSARI,NASSER,12/19/1998 0:00,Al Hilal SFC (KSA),178,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
253,622,Saudi Arabia,25,Forward,Haitham Asiri,Haitham Mohammed A,ASIRI,HAITHAM,3/25/2001 0:00,Al Ahli SC (KSA),173,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
254,623,Saudi Arabia,26,Midfielder,Riyadh Sharahili,Riyadh Mohammed M,SHARAHILI,RIYADH,4/28/1993 0:00,Abha Club (KSA),184,"Riyadh, Saudi Arabia",24.7135517,46.6752957,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
272,612,Saudi Arabia,15,Midfielder,Ali Alhassan,Ali Sadiq N,ALHASSAN,ALHASSAN,3/4/1997 0:00,Al Nassr FC (KSA),182,"Al-Hasa, Saudi Arabia",25.380026,49.5887652,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
273,618,Saudi Arabia,21,Goalkeeper,Mohammed Alowais,Mohammed Khalil I,ALOWAIS,ALOWAIS,10/10/1991 0:00,Al Hilal SFC (KSA),185,"Al-Hasa, Saudi Arabia",25.380026,49.5887652,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
279,620,Saudi Arabia,23,Midfielder,Mohamed Kanno,Mohammed Ibrahim A,KANNO,KANNO,9/22/1994 0:00,Al Hilal SFC (KSA),192,"Khobar, Saudi Arabia",26.2171906,50.1971381,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
281,599,Saudi Arabia,2,Defender,Sultan Alghannam,Sultan Abdullah S,ALGHANNAM,SULTAN,5/6/1994 0:00,Al Nassr FC (KSA),173,"Al Zulfi, Saudi Arabia",26.3098543,44.831834,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
282,610,Saudi Arabia,13,Defender,Yasser Alshahrani,Yasir Gharsan S,ALSHAHRANI,YASSER,5/25/1992 0:00,Al Hilal SFC (KSA),171,"Dammam, Saudi Arabia",26.4206828,50.0887943,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
283,617,Saudi Arabia,20,Forward,Abdulrahman Alobud,Abdulrahman Ali H,ALOBUD,ALOBUD,6/1/1995 0:00,Al Ittihad FC (KSA),174,"Dammam, Saudi Arabia",26.4206828,50.0887943,199,199,Saudi Arabia,SA,Saudi Arabia,SA,68.27670582
826,51,Australia,25,Forward,Cummings Jason,Jason Steven,CUMMINGS,CUMMINGS,8/1/1995 0:00,Central Coast Mariners FC (AUS),178,"Edinburgh, Scotland",55.953252,-3.188267,254,253,Scotland,,United Kingdom,,
829,154,Canada,24,Midfielder,Wotherspoon David,David Wallace,WOTHERSPOON,WOTHERSPOON,1/16/1990 0:00,St Johnstone FC (SCO),172,"Perth, Scotland",56.394994,-3.430838,254,253,Scotland,,United Kingdom,,
830,32,Australia,6,Forward,Boyle Martin,Martin Callie,BOYLE,BOYLE,4/25/1993 0:00,Hibernian FC (SCO),172,"Aberdeen, Scotland",57.1498891,-2.0937528,254,253,Scotland,,United Kingdom,,
831,45,Australia,19,Defender,Souttar Harry,Harry James,SOUTTAR,SOUTTAR,10/22/1998 0:00,Stoke City FC (ENG),198,"Aberdeen, Scotland",57.1498891,-2.0937528,254,253,Scotland,,United Kingdom,,
201,649,Senegal,26,Goalkeeper,Gomis Alfred,Amigo Alfred Junior,GOMIS,GOMIS,9/5/1993 0:00,Stade Rennais FC (FRA),196,"Ziguinchor, Senegal",12.5641479,-16.2639825,200,200,Senegal,SN,Senegal,SN,31.01094678
202,633,Senegal,10,Forward,Mane Sadio,Sadio,MANÉ,MANÉ,4/10/1992 0:00,FC Bayern München (GER),175,"Bambali, Sédhiou, Senegal",12.6052118,-15.6573821,200,200,Senegal,SN,Senegal,SN,31.01094678
204,640,Senegal,17,Midfielder,Sarr Pape Matar,Pape Matar,SARR,PAPE SARR,9/14/2002 0:00,Tottenham Hotspur FC (ENG),185,"Thiaroye, Senegal",14.497401,-14.452362,200,200,Senegal,SN,Senegal,SN,31.01094678
205,628,Senegal,5,Midfielder,Gueye Idrissa Gana,Idrissa Gana,GUEYE,GANA,9/26/1989 0:00,Everton FC (ENG),174,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
206,631,Senegal,8,Defender,Kouyate Cheikhou,Cheikhou,KOUYATE,KOUYATE,12/21/1989 0:00,Nottingham Forest FC (ENG),189,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
207,634,Senegal,11,Defender,Mendy Formose,Formose,MENDY,FORMOSE,1/2/2001 0:00,Amiens SC (FRA),191,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
208,637,Senegal,14,Defender,Name Moustapha,Moustapha,NAME,NAME,5/5/1995 0:00,Pafos FC (CYP),183,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
209,638,Senegal,15,Midfielder,Diatta Krepin,Krépin,DIATTA,K DIATTA,2/25/1999 0:00,AS Monaco (FRA),173,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
210,639,Senegal,16,Midfielder,Ciss Pathe,Ismaila Pathe,CISS,PATHE,3/16/1994 0:00,Rayo Vallecano (ESP),186,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
211,647,Senegal,24,Midfielder,Ndiaye Mamadou Loum,Mamadou Loum,NDIAYE,LOUM NDIAYE,12/30/1996 0:00,Reading FC (ENG),193,"Dakar, Senegal",14.716677,-17.4676861,200,200,Senegal,SN,Senegal,SN,31.01094678
212,635,Senegal,12,Defender,Cisse Pape Abou,Pape Abou,CISSE,PAPE ABOU,9/14/1995 0:00,Olympiacos Piraeus FC (GRE),192,"Pikine, Senegal",14.7589446,-17.3937536,200,200,Senegal,SN,Senegal,SN,31.01094678
213,643,Senegal,20,Forward,Dieng Bamba,Cheikh Ahmadou Bamba Mbacke,DIENG,BAMBA,3/23/2000 0:00,Olympique Marseille (FRA),178,"Pikine, Senegal",14.7589446,-17.3937536,200,200,Senegal,SN,Senegal,SN,31.01094678
216,641,Senegal,18,Forward,Sarr Ismaila,Ismaila,SARR,I SARR,2/25/1998 0:00,Watford FC (ENG),175,"Saint-Louis, Senegal",16.0326307,-16.4818167,200,200,Senegal,SN,Senegal,SN,31.01094678
217,642,Senegal,19,Forward,Diedhiou Famara,Famara,DIEDHIOU,DIEDHIOU,12/15/1992 0:00,Alanyaspor (TUR),192,"Saint-Louis, Senegal",16.0326307,-16.4818167,200,200,Senegal,SN,Senegal,SN,31.01094678
462,724,Switzerland,23,Midfielder,Shaqiri Xherdan,Xherdan,SHAQIRI,SHAQIRI,10/10/1991 0:00,Chicago Fire (USA),169,"Gnjilane, SR Serbia, SFR Yugoslavia",42.4635206,21.4694011,201,201,Serbia,RS,Serbia,RS,19.48499229
475,656,Serbia,7,Forward,Radonjic Nemanja,Nemanja,RADONJIĆ,RADONJIĆ,2/15/1996 0:00,Torino FC (ITA),185,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069,201,201,Serbia,RS,Serbia,RS,19.48499229
476,663,Serbia,14,Midfielder,Zivkovic Andrija,Andrija,ŽIVKOVIĆ,ŽIVKOVIĆ,7/11/1996 0:00,PAOK Saloniki (GRE),170,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069,201,201,Serbia,RS,Serbia,RS,19.48499229
477,673,Serbia,24,Midfielder,Ilic Ivan,Ivan,ILIĆ,ILIĆ,3/17/2001 0:00,Hellas Verona FC (ITA),182,"Niš, FR Yugoslavia",43.320926,21.8954069,201,201,Serbia,RS,Serbia,RS,19.48499229
498,668,Serbia,19,Midfielder,Racic Uros,Uroš,RAČIĆ,RAČIĆ,3/17/1998 0:00,SC Braga (POR),193,"Kraljevo, Serbia, FR Yugoslavia",43.7238483,20.6872542,201,201,Serbia,RS,Serbia,RS,19.48499229
506,671,Serbia,22,Midfielder,Lazovic Darko,Darko,LAZOVIĆ,LAZOVIĆ,9/15/1990 0:00,Hellas Verona FC (ITA),181,"Čačak, SFR Yugoslavia",43.8913677,20.3506051,201,201,Serbia,RS,Serbia,RS,19.48499229
507,674,Serbia,25,Defender,Mladenovic Filip,Filip,MLADENOVIĆ,MLADENOVIĆ,8/15/1991 0:00,Legia Warsaw (POL),181,"Čačak, SR Serbia, Yugoslavia",43.8913677,20.3506051,201,201,Serbia,RS,Serbia,RS,19.48499229
508,666,Serbia,17,Midfielder,Kostic Filip,Filip,KOSTIĆ,KOSTIĆ,11/1/1992 0:00,Juventus FC (ITA),184,"Kragujevac, Serbia, FR Yugoslavia",44.0127932,20.9114225,201,201,Serbia,RS,Serbia,RS,19.48499229
509,658,Serbia,9,Forward,Mitrovic Aleksandar,Aleksandar,MITROVIĆ,A. MITROVIĆ,9/16/1994 0:00,Fulham FC (ENG),189,"Serbia, FR Yugoslavia",44.016521,21.005859,201,201,Serbia,RS,Serbia,RS,19.48499229
518,661,Serbia,12,Goalkeeper,Rajkovic Predrag,Predrag,RAJKOVIĆ,RAJKOVIĆ,10/31/1995 0:00,RCD Mallorca (ESP),191,"Negotin, Serbia, FR Yugoslavia",44.2332308,22.5298368,201,201,Serbia,RS,Serbia,RS,19.48499229
519,655,Serbia,6,Midfielder,Maksimovic Nemanja,Nemanja,MAKSIMOVIĆ,MAKSIMOVIĆ,1/26/1995 0:00,Getafe CF (ESP),189,"Banja Koviljača, FR Yugoslavia",44.514849,19.1539547,201,201,Serbia,RS,Serbia,RS,19.48499229
520,660,Serbia,11,Forward,Jovic Luka,Luka,JOVIĆ,JOVIĆ,12/23/1997 0:00,ACF Fiorentina (ITA),181,"Loznica, Serbia, FR Yugoslavia",44.5337858,19.2237849,201,201,Serbia,RS,Serbia,RS,19.48499229
521,670,Serbia,21,Forward,Djuricic Filip,Filip,ĐURIČIĆ,ĐURIČIĆ,1/30/1992 0:00,UC Sampdoria (ITA),176,"Obrenovac, SR Serbia, Yugoslavia",44.6536553,20.2000541,201,201,Serbia,RS,Serbia,RS,19.48499229
522,651,Serbia,2,Defender,Pavlovic Strahinja,Strahinja,PAVLOVIĆ,PAVLOVIĆ,5/24/2001 0:00,FC Red Bull Salzburg (AUT),194,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337,201,201,Serbia,RS,Serbia,RS,19.48499229
523,665,Serbia,16,Midfielder,Lukic Sasa,Saša,LUKIĆ,LUKIĆ,8/13/1996 0:00,Torino FC (ITA),183,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337,201,201,Serbia,RS,Serbia,RS,19.48499229
526,653,Serbia,4,Defender,Milenkovic Nikola,Nikola,MILENKOVIĆ,MILENKOVIĆ,10/12/1997 0:00,ACF Fiorentina (ITA),195,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123,201,201,Serbia,RS,Serbia,RS,19.48499229
527,657,Serbia,8,Midfielder,Gudelj Nemanja,Nemanja,GUDELJ,GUDELJ,11/16/1991 0:00,Sevilla FC (ESP),187,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123,201,201,Serbia,RS,Serbia,RS,19.48499229
