National Team,Number,POS,PLAYER NAME,FIRST NAME(S),LAST NAME(S),NAME ON SHIRT,DOB,CLUB,HEIGHT (CM),Birth,birth_lat,birth_long
Tunisia,13,Midfielder,SASSI Ferjani,Ferjani,SASSI,SASSI,18/03/1992,Al Duhail SC (QAT),186,"Aryanah, Tunisia",36.8665367,10.1647233
Tunisia,14,Midfielder,LAIDOUNI Aissa,Aïssa Bilal,LAÏDOUNI,LAÏDOUNI,13/12/1996,Ferencvárosi TC (HUN),183,"Montfermeil, France",48.902029,2.570773
Tunisia,15,Midfielder,BEN ROMDHANE Mohamed Ali,Mohamed Ali,BEN ROMDHAN,BEN ROMDHANE,6/9/1999,Espérance Tunis (TUN),182,"Tunis, Tunisia",36.8064948,10.1815316
Tunisia,16,Goalkeeper,DAHMEN Aymen,Aymen,DAHMEN,DAHMEN,28/01/1997,CS Sfaxien (TUN),188,"Sfax, Tunisia",34.739822,10.7600196
Tunisia,17,Midfielder,SKHIRI Ellyes,Ellyes Joris,SKHIRI,SKHIRI,10/5/1995,1. FC Köln (GER),185,"Lunel, France",43.67445,4.135365999999999
Tunisia,18,Midfielder,CHAALELI Ghaylen,Ghaylen,CHAALELI,CHAALELI,28/02/1994,Espérance Tunis (TUN),179,"La Manouba, Tunisia",36.8093284,10.0863269
Tunisia,19,Forward,JAZIRI Seifeddine,Seifeddine,JAZIRI,JAZIRI,12/2/1993,Zamalek SC (EGY),180,"Tunis, Tunisia",36.8064948,10.1815316
Tunisia,20,Defender,DRAGER Mohamed,Mohamed,DRAGER,DRAGER,25/06/1996,FC Luzern (SUI),180,"Freiburg im Breisgau, Germany",47.9990077,7.842104299999999
Tunisia,21,Defender,KECHRIDA Wajdi,Wajdi,KECHRIDA,KECHRIDA,5/11/1995,Atromitos FC (GRE),177,"Nice, France",43.7101728,7.261953200000001
Tunisia,22,Goalkeeper,BEN SAID Bechir,Bechir,SAID,BEN SAID,29/11/1992,US Monastir (TUN),193,"Gabes, Tunisia",33.9459648,9.7232673
Tunisia,23,Forward,SLITI Naim,Naim,SLITI,SLITI,27/07/1992,Al Ettifaq FC (KSA),173,"Marseille, France",43.296482,5.36978
Tunisia,24,Defender,ABDI Ali,Ali,ELABDI,ABDI,20/12/1993,SM Caen (FRA),177,"Sfax, Tunisia",34.739822,10.7600196
Tunisia,25,Forward,BEN SLIMANE Anis,Anis,BEN SLIMANE,BEN SLIMANE,16/03/2001,Brøndby IF (DEN),188,"Copenhagen, Denmark",55.6760968,12.5683371
Tunisia,26,Goalkeeper,HASSEN Mouez,Mouez,HASSEN,HASSEN,5/3/1995,Club Africain (TUN),186,"Fréjus, France",43.43315200000001,6.737034
Uruguay,1,Goalkeeper,MUSLERA Fernando,Nestor Fernando,MUSLERA MICOL,F. MUSLERA,16/06/1986,Galatasaray SK (TUR),190,"Buenos Aires, Argentina",-34.6036844,-58.3815591
Uruguay,2,Defender,GIMENEZ Jose Maria,José María,GIMÉNEZ DE VARGAS,J. M. GIMÉNEZ,20/01/1995,CA Atlético Madrid (ESP),185,"Toledo, Uruguay",-34.7406825,-56.0863325
Uruguay,3,Defender,GODIN Diego,Diego Roberto,GODIN LEAL,D. GODIN,16/02/1986,CA Velez Sarseld (ARG),185,"Rosario, Uruguay",-34.3215988,-57.3552999
Uruguay,4,Defender,ARAUJO Ronald,Ronald Federico,ARAUJO DA SILVA,R. ARAUJO,7/3/1999,FC Barcelona (ESP),185,"Rivera, Uruguay",-30.9178625,-55.5469032
Uruguay,5,Midfielder,VECINO Matias,Matias,VECINO FALERO,M. VECINO,24/08/1991,SS Lazio (ITA),189,"Canelones, Uruguay",-34.5291043,-56.2873482
Uruguay,6,Midfielder,BENTANCUR Rodrigo,Rodrigo,BENTANCUR COLMAN,R. BENTANCUR,25/06/1997,Tottenham Hotspur FC (ENG),187,"Nueva Helvecia, Uruguay",-34.3042878,-57.2310521
Uruguay,7,Midfielder,DE LA CRUZ Nicolas,Diego Nicolas,DE LA CRUZ ARCOSA,N. DE LA CRUZ,1/6/1997,CA River Plate (ARG),167,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,8,Forward,PELLISTRI Facundo,Facundo,PELLISTRI REBOLLO,F. PELLISTRI,20/12/2001,Manchester United FC (ENG),174,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,9,Forward,SUAREZ Luis,Luis Alberto,SUAREZ DIAZ,L. SUAREZ,24/01/1987,Nacional Montevideo (URU),182,"Salto, Uruguay",-31.388028,-57.9612455
Uruguay,10,Midfielder,DE ARRASCAETA Giorgian,Giorgian Daniel,DE ARRASCAETA BENEDETTI,G. DE ARRASCAETA,1/6/1994,CR Flamengo (BRA),177,"Nuevo Berlín, Uruguay",-32.9809545,-58.04700080000001
Uruguay,11,Forward,NUNEZ Darwin,Darwin Gabriel,NUÑEZ RIBEIRO,D. NUÑEZ,24/06/1999,Liverpool FC (ENG),185,"Artigas, Uruguay",-30.4068179,-56.4775937
Uruguay,12,Goalkeeper,SOSA Sebastian,Carlos Sebastian,SOSA SILVA,S. SOSA,19/08/1986,CA Independiente (ARG),184,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,13,Defender,VARELA Guillermo,Guillermo,VARELA OLIVERA,G. VARELA,24/03/1993,CR Flamengo (BRA),173,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,14,Midfielder,TORREIRA Lucas,Lucas Sebastian,TORREIRA DI PASCUA,L. TORREIRA,11/2/1996,Galatasaray SK (TUR),168,"Fray Bentos, Uruguay",-33.1228052,-58.2975552
Uruguay,15,Midfielder,VALVERDE Federico,Federico Santiago,VALVERDE DIPETTA,F. VALVERDE,22/07/1998,Real Madrid CF (ESP),182,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,16,Defender,OLIVERA Mathias,Mathias,OLIVERA MIRAMONTES,M. OLIVERA,31/10/1997,SSC Napoli (ITA),174,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,17,Defender,VINA Matias,Matias Nicolas,VIÑA SUSPERREGUY,M. VIÑA,9/11/1997,AS Roma (ITA),180,"Empalme Olmos, Uruguay",-34.6930716,-55.8961208
Uruguay,18,Forward,GOMEZ Maxi,Maximiliano,GÓMEZ GONZÁLEZ,M. GÓMEZ,14/08/1996,Trabzonspor (TUR),186,"Paysandú, Uruguay",-32.3112903,-58.0757701
Uruguay,19,Defender,COATES Sebastian,Sebastián,COATES NION,S. COATES,7/10/1990,Sporting CP (POR),196,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,20,Forward,TORRES Facundo,Facundo Daniel,TORRES PEREZ,F. TORRES,13/04/2000,Orlando City SC (USA),175,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,21,Forward,CAVANI Edinson,Edinson Roberto,CAVANI GOMEZ,E. CAVANI,14/02/1987,Valencia CF (ESP),188,"Salto, Uruguay",-31.388028,-57.9612455
Uruguay,22,Defender,CACERES Martin,José Martín,CÁCERES SILVA,M. CÁCERES,7/4/1987,LA Galaxy (USA),178,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,23,Goalkeeper,ROCHET Sergio,Sergio Ramón,ROCHET ALVAREZ,S. ROCHET,23/03/1993,Nacional Montevideo (URU),189,"Nueva Palmira, Uruguay",-33.877469,-58.4002165
Uruguay,24,Midfielder,CANOBBIO Agustin,Agustin,CANOBBIO GRAVIZ,A. CANOBBIO,1/10/1998,Athletico Paranaense (BRA),175,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,25,Midfielder,UGARTE Manuel,Manuel,UGARTE RIBEIRO,M. UGARTE,11/4/2001,Sporting CP (POR),182,"Montevideo, Uruguay",-34.9011127,-56.16453139999999
Uruguay,26,Defender,RODRIGUEZ Jose Luis,Jose Luis,RODRIGUEZ BEBANZ,J. L. RODRIGUEZ,14/03/1997,Nacional Montevideo (URU),183,"Canelones, Uruguay",-34.5291043,-56.2873482
USA,1,Goalkeeper,TURNER Matt,Matthew Charles,TURNER,TURNER,24/06/1994,Arsenal FC (ENG),190,"Park Ridge, New Jersey, United States",41.0375968,-74.0406956
USA,2,Defender,DEST Sergino,Sergino Gianni,DEST,DEST,3/11/2000,AC Milan (ITA),173,"Almere, Netherlands",52.3507849,5.2647016
USA,3,Defender,ZIMMERMAN Walker,Walker Dwain,ZIMMERMAN,ZIMMERMAN,19/05/1993,Nashville Soccer Club (USA),190,"Lawrenceville, Georgia, U.S.",33.9562149,-83.9879625
USA,4,Midfielder,ADAMS Tyler,Tyler Shaan,ADAMS,ADAMS,14/02/1999,Leeds United FC (ENG),175,"Wappinger, New York, U.S.",41.5964825,-73.91096999999999
USA,5,Defender,ROBINSON Antonee,Antonee,ROBINSON,ROBINSON,8/8/1997,Fulham FC (ENG),182,"Milton Keynes, England",52.0406224,-0.7594171
USA,6,Midfielder,MUSAH Yunus,Yunus Dimoara,MUSAH,MUSAH,29/11/2002,Valencia CF (ESP),177,"New York City, New York, United States",40.7127753,-74.0059728
USA,7,Forward,REYNA Giovanni,Giovanni Alejandro,REYNA,REYNA,13/11/2002,Borussia Dortmund (GER),185,"Sunderland, England",54.906869,-1.383801
USA,8,Midfielder,McKENNIE Weston,Weston James Earl,MCKENNIE,MCKENNIE,28/08/1998,Juventus FC (ITA),185,"Fort Lewis, Washington, United States",47.1342432,-122.4857321
USA,9,Forward,FERREIRA Jesus,Jesus David,FERREIRA CASTRO,FERREIRA,24/12/2000,FC Dallas (USA),175,"Santa Marta, Colombia",11.2403547,-74.2110227
USA,10,Forward,PULISIC Christian,Christian Mate,PULISIC,PULISIC,18/09/1998,Chelsea FC (ENG),179,"Hershey, Pennsylvania, United States",40.2859239,-76.65024679999999
USA,11,Forward,AARONSON Brenden,Brenden Russell,AARONSON,AARONSON,22/10/2000,Leeds United FC (ENG),177,"Medford, New Jersey, U.S.",39.86618259999999,-74.8390162
USA,12,Goalkeeper,HORVATH Ethan,Ethan Shea,HORVATH,HORVATH,9/6/1995,Luton Town FC (ENG),193,"Highlands Ranch, Colorado, U.S.",39.5480789,-104.9739333
USA,13,Defender,REAM Tim,Timothy Michael,REAM,REAM,5/10/1987,Fulham FC (ENG),185,"St. Louis, Missouri, United States",38.6270025,-90.1994042
USA,14,Midfielder,DE LA TORRE Luca,Lucas Daniel,DE LA TORRE,DE LA TORRE,23/05/1998,RC Celta Vigo (ESP),178,"San Diego, California, United States",32.715738,-117.1610838
USA,15,Defender,LONG Aaron,Aaron Ray,LONG,LONG,12/10/1992,New York Red Bulls (USA),188,"Oak Hills, California, U.S.",34.4340385,-117.4346964
USA,16,Forward,MORRIS Jordan,Jordan Perry,MORRIS,MORRIS,26/10/1994,Seattle Sounders FC (USA),183,"Seattle, Washington, U.S.",47.6062095,-122.3320708
USA,17,Midfielder,ROLDAN Cristian,Cristian,ROLDAN,ROLDAN,3/6/1995,Seattle Sounders FC (USA),172,"Artesia, California, United States",33.8658484,-118.0831212
USA,18,Defender,MOORE Shaq,Shaquell Kwame,MOORE,MOORE,2/11/1996,Nashville Soccer Club (USA),180,"Powder Springs, Georgia, U.S.",33.8595491,-84.683824
USA,19,Forward,WRIGHT Haji,Haji Amir,WRIGHT,WRIGHT,27/03/1998,Antalyaspor AS (TUR),191,"Los Angeles, California, United States",34.0522342,-118.2436849
USA,20,Defender,CARTER-VICKERS Cameron,Cameron Robert,CARTER-VICKERS,CARTER-VICKERS,31/12/1997,Celtic FC (SCO),185,"Southend-on-Sea, England",51.5459269,0.7077123
USA,21,Forward,WEAH Timothy,Timothy Tarpeh,WEAH,WEAH,22/02/2000,Lille OSC (FRA),182,"Brooklyn, New York, U.S.",40.6781784,-73.9441579
USA,22,Defender,YEDLIN DeAndre,De Andre Roselle,YEDLIN,YEDLIN,9/7/1993,Inter Miami FC (USA),171,"Seattle, Washington, United States",47.6062095,-122.3320708
USA,23,Midfielder,ACOSTA Kellyn,Kellyn Kai,PERRY-ACOSTA,ACOSTA,24/07/1995,Los Angeles FC (USA),177,"Plano, Texas, United States",33.0198431,-96.6988856
USA,24,Forward,SARGENT Josh,Joshua Thomas,SARGENT,SARGENT,20/02/2000,Norwich City FC (ENG),185,"O'Fallon, Missouri, United States",38.8106075,-90.6998477
USA,25,Goalkeeper,JOHNSON Sean,Sean Everet,JOHNSON,JOHNSON,31/05/1989,New York City FC (USA),190,"Lilburn, Georgia, United States",33.8901036,-84.14297189999999
USA,26,Defender,SCALLY Joe,Joseph Michael,SCALLY,SCALLY,31/12/2002,VfL Borussia Mönchengladbach (GER),184,"Lake Grove, New York, United States",40.8528761,-73.1151102
Wales,1,Goalkeeper,HENNESSEY Wayne,Wayne Robert,HENNESSEY,HENNESSEY,24/01/1987,Nottingham Forest FC (ENG),198,"Bangor, Wales",53.22739,-4.129263
Wales,2,Defender,GUNTER Chris,Christopher Ross,GUNTER,GUNTER,21/07/1989,AFC Wimbledon (ENG),180,"Newport, Wales",51.584151,-2.997664
Wales,3,Defender,WILLIAMS Neco,Neco Shay,WILLIAMS,N WILLIAMS,13/04/2001,Nottingham Forest FC (ENG),183,"Wrexham, Wales",53.04304,-2.992494
Wales,4,Defender,DAVIES Ben,Benjamin,THOMAS DAVIES,B DAVIES,24/04/1993,Tottenham Hotspur FC (ENG),181,"Neath, Wales",51.656991,-3.805476
Wales,5,Defender,MEPHAM Chris,Christopher James,MEPHAM,MEPHAM,5/11/1997,Bournemouth AFC (ENG),190,"Harrow, England",51.580559,-0.341995
Wales,6,Defender,RODON Joe,Joseph Peter,RODON,RODON,22/10/1997,Stade Rennais FC (FRA),193,"Swansea, Wales",51.62144,-3.943645999999999
Wales,7,Midfielder,ALLEN Joe,Joseph Michael,ALLEN,ALLEN,14/03/1990,Swansea City AFC (WAL),170,"Carmarthen, Wales",51.85762,-4.312131
Wales,8,Midfielder,WILSON Harry,Harry,WILSON,WILSON,22/03/1997,Fulham FC (ENG),173,"Wrexham, Wales",53.04304,-2.992494
Wales,9,Forward,JOHNSON Brennan,Brennan Price,JOHNSON,JOHNSON,23/05/2001,Nottingham Forest FC (ENG),179,"Nottingham, England",52.9540223,-1.1549892
Wales,10,Midfielder,RAMSEY Aaron,Aaron James,RAMSEY,RAMSEY,26/12/1990,OGC Nice (FRA),178,"Caerphilly, Wales",51.578829,-3.218134
Wales,11,Forward,BALE Gareth,Gareth Frank,BALE,BALE,16/07/1989,Los Angeles FC (USA),186,"Cardiff, Wales",51.483707,-3.1680962
Wales,12,Goalkeeper,WARD Danny,Daniel,WARD,WARD,22/06/1993,Leicester City FC (ENG),191,"Wrexham, Wales",53.04304,-2.992494
Wales,13,Forward,MOORE Kieffer,Kieffer Roberto Francisco,MOORE,MOORE,8/8/1992,Bournemouth AFC (ENG),196,"Torquay, England",50.4619209,-3.525315
Wales,14,Defender,ROBERTS Connor,Connor Richard John,ROBERTS,ROBERTS,23/09/1995,Burnley FC (ENG),175,"Crynant, Wales",51.731322,-3.74794
Wales,15,Defender,AMPADU Ethan,Ethan Kwame Colm Raymond,AMPADU,AMPADU,14/09/2000,Spezia Calcio (ITA),183,"Exeter, England",50.72603669999999,-3.5274889
Wales,16,Midfielder,MORRELL Joe,Joseff John,MORRELL,MORRELL,3/1/1997,Portsmouth FC (ENG),185,"Ipswich, England",52.056736,1.14822
Wales,17,Defender,LOCKYER Tom,Thomas Alun,LOCKYER,LOCKYER,3/12/1994,Luton Town FC (ENG),185,"Cardiff, Wales",51.483707,-3.1680962
Wales,18,Midfielder,WILLIAMS Jonny,Jonathan Peter,WILLIAMS,J WILLIAMS,9/10/1993,Swindon Town FC (ENG),168,"Pembury, Kent, England",51.1474345,0.3288283
Wales,19,Forward,HARRIS Mark,Thomas Mark,HARRIS,HARRIS,29/12/1998,Cardiff City FC (WAL),182,"Swansea, Wales",51.62144,-3.943645999999999
Wales,20,Forward,JAMES Daniel,Daniel Owen,JAMES,JAMES,10/11/1997,Fulham FC (ENG),171,"Kingston upon Hull, England",53.76762360000001,-0.3274198
Wales,21,Goalkeeper,DAVIES Adam,Adam Rhys,DAVIES,A DAVIES,17/07/1992,Sheeld United FC (ENG),185,"Rinteln, Germany",52.2020461,9.0759703
Wales,22,Midfielder,THOMAS Sorba,Benjamin Sorba William,THOMAS,THOMAS,25/01/1999,Hudderseld Town FC (ENG),185,"Newham, England",51.5255162,0.0352163
Wales,23,Midfielder,LEVITT Dylan,Dylan James Christopher,LEVITT,LEVITT,17/11/2000,Dundee United FC (SCO),180,"Bodelwyddan, Wales",53.268061,-3.498458
Wales,24,Defender,CABANGO Ben,Benjamin George,CABANGO,CABANGO,30/05/2000,Swansea City AFC (WAL),186,"Cardiff, Wales",51.483707,-3.1680962
Wales,25,Defender,COLWILL Rubin,Rubin James,COLWILL,COLWILL,27/04/2002,Cardiff City FC (WAL),169,"Neath, Wales",51.656991,-3.805476
Wales,26,Midfielder,SMITH Matt,Matthew Robert,SMITH,SMITH,22/11/1999,MK Dons FC (ENG),175,"Redditch, England",52.30897,-1.940936
